sensorId,regionId,visitorId,deviceId,deviceType,populationType,globalId,firstTimeSeen,lastTimeSeen,rssi,nEvents,manufacturer,manufacturerRouter,manufacturerGlobal,excluded,ssid,frameControlHex,length
SENSOR-1001,1,visitor-file4-266182,02:00:00:3D:09:01,MOBILE,4,4000001,1787278200000,1787278200000,-82,6,LG,False,True,False,Unknown,0x610F,1164
SENSOR-1001,1,visitor-common-109687,02:00:00:3D:09:02,TABLET,2,4000002,1787278200000,1787278200000,-42,21,Samsung,True,True,False,Unknown,0xA1D8,1152
SENSOR-1001,1,visitor-file4-060957,02:00:00:3D:09:03,LAPTOP,4,4000003,1787278200000,1787278200000,-66,12,LG,True,False,False,Cafe_Free_WiFi,0x9D90,1469
SENSOR-1001,1,visitor-file4-195811,02:00:00:3D:09:04,LAPTOP,1,4000004,1787278200000,1787278200000,-73,20,Unknown,True,True,False,Uplus_WiFi,0xB2E0,917
SENSOR-1001,1,visitor-file4-235144,02:00:00:3D:09:05,TABLET,4,4000005,1787278200000,1787278200000,-47,10,LG,False,False,False,OfficeNet,0xD152,829
SENSOR-1001,1,visitor-file4-112486,02:00:00:3D:09:06,MOBILE,1,4000006,1787278200000,1787278200000,-82,9,Samsung,False,True,False,Unknown,0x80F0,1334
SENSOR-1001,1,visitor-file4-218281,02:00:00:3D:09:07,LAPTOP,1,4000007,1787278200000,1787278200000,-45,13,Unknown,True,True,False,KT_GiGA,0x6565,1199
SENSOR-1001,1,visitor-file4-178353,02:00:00:3D:09:08,MOBILE,3,4000008,1787278200000,1787278200000,-79,3,Samsung,False,True,False,Cafe_Free_WiFi,0xE8CC,1150
SENSOR-1001,1,visitor-common-109315,02:00:00:3D:09:09,TABLET,3,4000009,1787278200000,1787278200000,-63,18,LG,True,False,False,Unknown,0xF2A9,364
SENSOR-1001,1,visitor-file4-040349,02:00:00:3D:09:0A,LAPTOP,2,4000010,1787278200000,1787278200000,-78,21,Samsung,False,True,False,Cafe_Free_WiFi,0xC61A,1424
SENSOR-1001,1,visitor-common-103345,02:00:00:3D:09:0B,LAPTOP,3,4000011,1787278200000,1787278200000,-40,20,LG,False,True,False,Unknown,0x55E0,896
SENSOR-1001,1,visitor-file4-055142,02:00:00:3D:09:0C,TABLET,1,4000012,1787278200000,1787278200000,-57,23,LG,False,False,False,Uplus_WiFi,0xAA7B,1034
SENSOR-1001,1,visitor-file4-264958,02:00:00:3D:09:0D,TABLET,3,4000013,1787278200000,1787278200000,-33,3,LG,False,False,False,KT_GiGA,0x3D64,110
SENSOR-1001,1,visitor-file4-057264,02:00:00:3D:09:0E,MOBILE,4,4000014,1787278200000,1787278200000,-80,13,LG,False,False,False,OfficeNet,0x2542,1023
SENSOR-1001,1,visitor-file4-247991,02:00:00:3D:09:0F,LAPTOP,1,4000015,1787278200000,1787278200000,-89,5,LG,True,False,False,OfficeNet,0x0575,1086
SENSOR-1001,1,visitor-file4-089575,02:00:00:3D:09:10,TABLET,3,4000016,1787278200000,1787278200000,-36,15,Apple,True,False,False,OfficeNet,0xB25B,1427
SENSOR-1001,1,visitor-file4-153907,02:00:00:3D:09:11,LAPTOP,4,4000017,1787278200000,1787278200000,-31,4,Unknown,False,False,False,Unknown,0x6718,1141
SENSOR-1001,1,visitor-file4-123995,02:00:00:3D:09:12,LAPTOP,2,4000018,1787278200000,1787278200000,-40,17,LG,True,True,False,OfficeNet,0x071F,256
SENSOR-1001,1,visitor-common-166972,02:00:00:3D:09:13,LAPTOP,2,4000019,1787278200000,1787278200000,-44,19,Apple,True,True,False,Uplus_WiFi,0x7FE7,1028
SENSOR-1001,1,visitor-file4-005376,02:00:00:3D:09:14,MOBILE,2,4000020,1787278200000,1787278200000,-54,19,Unknown,False,False,False,Unknown,0xABC9,408
SENSOR-1001,1,visitor-file4-143034,02:00:00:3D:09:15,TABLET,4,4000021,1787278200000,1787278200000,-48,13,Unknown,True,False,False,OfficeNet,0x7490,734
SENSOR-1001,1,visitor-file4-036256,02:00:00:3D:09:16,LAPTOP,1,4000022,1787278200000,1787278200000,-91,4,Unknown,True,True,False,Unknown,0x65AF,1348
SENSOR-1001,1,visitor-file4-201981,02:00:00:3D:09:17,LAPTOP,4,4000023,1787278200000,1787278200000,-47,17,Apple,True,True,False,KT_GiGA,0x496E,975
SENSOR-1001,1,visitor-common-037173,02:00:00:3D:09:18,TABLET,2,4000024,1787278200000,1787278200000,-79,14,Unknown,False,True,False,Unknown,0xABCE,1459
SENSOR-1001,1,visitor-common-182257,02:00:00:3D:09:19,LAPTOP,2,4000025,1787278200000,1787278200000,-95,23,Samsung,False,True,False,KT_GiGA,0x87AE,1330
