sensorId,regionId,visitorId,deviceId,deviceType,populationType,globalId,firstTimeSeen,lastTimeSeen,rssi,nEvents,manufacturer,manufacturerRouter,manufacturerGlobal,excluded,ssid,frameControlHex,length
SENSOR-1001,1,visitor-common-096976,02:00:00:40:16:40,MOBILE,4,4200000,1787278200000,1787278200000,-46,3,Apple,False,False,False,Uplus_WiFi,0xEE5C,165
SENSOR-1001,1,visitor-common-088159,02:00:00:40:16:41,LAPTOP,2,4200001,1787278200000,1787278200000,-69,9,Unknown,True,True,False,Cafe_Free_WiFi,0x5ED7,712
SENSOR-1001,1,visitor-file4-005863,02:00:00:40:16:42,MOBILE,1,4200002,1787278200000,1787278200000,-53,11,Apple,False,False,False,Cafe_Free_WiFi,0xC5F8,1319
SENSOR-1001,1,visitor-file4-127473,02:00:00:40:16:43,MOBILE,4,4200003,1787278200000,1787278200000,-83,16,LG,False,True,False,Unknown,0x1C12,556
SENSOR-1001,1,visitor-file4-119891,02:00:00:40:16:44,LAPTOP,3,4200004,1787278200000,1787278200000,-95,9,Unknown,False,False,False,OfficeNet,0xD410,975
SENSOR-1001,1,visitor-common-151127,02:00:00:40:16:45,LAPTOP,1,4200005,1787278200000,1787278200000,-72,7,Apple,True,False,False,Unknown,0x6720,1382
SENSOR-1001,1,visitor-file4-266254,02:00:00:40:16:46,MOBILE,4,4200006,1787278200000,1787278200000,-34,18,Apple,True,False,False,Unknown,0x7E4C,1265
SENSOR-1001,1,visitor-file4-254876,02:00:00:40:16:47,TABLET,2,4200007,1787278200000,1787278200000,-51,21,LG,True,False,False,Uplus_WiFi,0xA180,745
SENSOR-1001,1,visitor-file4-046357,02:00:00:40:16:48,MOBILE,2,4200008,1787278200000,1787278200000,-94,25,LG,False,False,False,OfficeNet,0xE107,922
SENSOR-1001,1,visitor-common-025718,02:00:00:40:16:49,LAPTOP,1,4200009,1787278200000,1787278200000,-46,14,LG,False,False,False,Cafe_Free_WiFi,0x6A14,103
SENSOR-1001,1,visitor-file4-063719,02:00:00:40:16:4A,TABLET,4,4200010,1787278200000,1787278200000,-82,22,LG,False,True,False,KT_GiGA,0xF8B1,400
SENSOR-1001,1,visitor-file4-256804,02:00:00:40:16:4B,TABLET,2,4200011,1787278200000,1787278200000,-76,16,Samsung,False,False,False,Cafe_Free_WiFi,0x0E66,617
SENSOR-1001,1,visitor-file4-276262,02:00:00:40:16:4C,LAPTOP,1,4200012,1787278200000,1787278200000,-47,2,LG,True,True,False,KT_GiGA,0xF7BF,876
SENSOR-1001,1,visitor-common-157156,02:00:00:40:16:4D,MOBILE,2,4200013,1787278200000,1787278200000,-45,15,Samsung,False,True,False,OfficeNet,0x63A1,247
SENSOR-1001,1,visitor-file4-002460,02:00:00:40:16:4E,MOBILE,2,4200014,1787278200000,1787278200000,-33,25,Unknown,False,False,False,KT_GiGA,0x0623,941
SENSOR-1001,1,visitor-common-103177,02:00:00:40:16:4F,MOBILE,2,4200015,1787278200000,1787278200000,-48,18,Apple,False,False,False,Uplus_WiFi,0x96C0,761
SENSOR-1001,1,visitor-common-013712,02:00:00:40:16:50,LAPTOP,1,4200016,1787278200000,1787278200000,-93,4,LG,True,True,False,KT_GiGA,0x536D,1050
SENSOR-1001,1,visitor-common-127165,02:00:00:40:16:51,TABLET,1,4200017,1787278200000,1787278200000,-58,15,Apple,True,True,False,Uplus_WiFi,0xD73E,1283
SENSOR-1001,1,visitor-common-169227,02:00:00:40:16:52,LAPTOP,1,4200018,1787278200000,1787278200000,-70,23,Apple,True,True,False,OfficeNet,0x74BA,679
SENSOR-1001,1,visitor-common-086462,02:00:00:40:16:53,TABLET,3,4200019,1787278200000,1787278200000,-92,5,Unknown,True,False,False,Cafe_Free_WiFi,0xE72B,102
SENSOR-1001,1,visitor-common-150193,02:00:00:40:16:54,TABLET,2,4200020,1787278200000,1787278200000,-62,23,Samsung,False,True,False,Cafe_Free_WiFi,0xEC39,580
SENSOR-1001,1,visitor-file4-172198,02:00:00:40:16:55,LAPTOP,1,4200021,1787278200000,1787278200000,-41,7,Samsung,True,True,False,Uplus_WiFi,0xA53C,221
SENSOR-1001,1,visitor-file4-068426,02:00:00:40:16:56,TABLET,4,4200022,1787278200000,1787278200000,-64,2,Apple,True,False,False,Cafe_Free_WiFi,0xEDE5,588
SENSOR-1001,1,visitor-common-074057,02:00:00:40:16:57,TABLET,4,4200023,1787278200000,1787278200000,-93,18,Unknown,False,True,False,Uplus_WiFi,0x6E55,1426
SENSOR-1001,1,visitor-common-029902,02:00:00:40:16:58,LAPTOP,4,4200024,1787278200000,1787278200000,-93,14,LG,True,False,False,Unknown,0x8202,838
SENSOR-1001,1,visitor-common-036947,02:00:00:40:16:59,TABLET,1,4200025,1787278200000,1787278200000,-56,23,Samsung,True,True,False,KT_GiGA,0x33EA,1122
SENSOR-1001,1,visitor-file4-058137,02:00:00:40:16:5A,MOBILE,4,4200026,1787278200000,1787278200000,-46,21,LG,False,False,False,OfficeNet,0xD647,1468
SENSOR-1001,1,visitor-file4-102960,02:00:00:40:16:5B,LAPTOP,2,4200027,1787278200000,1787278200000,-81,3,LG,False,True,False,Uplus_WiFi,0xBC06,397
SENSOR-1001,1,visitor-file4-049083,02:00:00:40:16:5C,LAPTOP,3,4200028,1787278200000,1787278200000,-87,14,Unknown,True,False,False,KT_GiGA,0xA7C4,336
SENSOR-1001,1,visitor-common-022080,02:00:00:40:16:5D,MOBILE,4,4200029,1787278200000,1787278200000,-50,23,Samsung,False,False,False,OfficeNet,0x5955,639
SENSOR-1001,1,visitor-file4-014550,02:00:00:40:16:5E,LAPTOP,2,4200030,1787278200000,1787278200000,-66,18,Samsung,True,True,False,Cafe_Free_WiFi,0x7F27,1072
SENSOR-1001,1,visitor-file4-133220,02:00:00:40:16:5F,LAPTOP,4,4200031,1787278200000,1787278200000,-63,24,Samsung,False,True,False,Cafe_Free_WiFi,0x6032,1202
SENSOR-1001,1,visitor-common-013914,02:00:00:40:16:60,MOBILE,2,4200032,1787278200000,1787278200000,-68,2,Samsung,False,True,False,Cafe_Free_WiFi,0xEE81,77
SENSOR-1001,1,visitor-common-156729,02:00:00:40:16:61,LAPTOP,2,4200033,1787278200000,1787278200000,-47,13,LG,False,False,False,OfficeNet,0xB1DA,122
SENSOR-1001,1,visitor-file4-201050,02:00:00:40:16:62,LAPTOP,2,4200034,1787278200000,1787278200000,-59,9,LG,False,True,False,KT_GiGA,0xDD9B,1498
SENSOR-1001,1,visitor-file4-084443,02:00:00:40:16:63,LAPTOP,1,4200035,1787278200000,1787278200000,-73,12,Apple,False,True,False,Unknown,0xA697,273
SENSOR-1001,1,visitor-file4-134021,02:00:00:40:16:64,LAPTOP,1,4200036,1787278200000,1787278200000,-33,17,Apple,True,False,False,Uplus_WiFi,0xCDC3,655
SENSOR-1001,1,visitor-file4-063272,02:00:00:40:16:65,TABLET,3,4200037,1787278200000,1787278200000,-69,11,LG,True,False,False,Uplus_WiFi,0x948D,908
SENSOR-1001,1,visitor-common-086476,02:00:00:40:16:66,TABLET,3,4200038,1787278200000,1787278200000,-87,17,Apple,False,False,False,OfficeNet,0xD0C6,1156
SENSOR-1001,1,visitor-file4-130471,02:00:00:40:16:67,TABLET,3,4200039,1787278200000,1787278200000,-79,18,Samsung,True,True,False,OfficeNet,0xDAB6,1493
