sensorId,regionId,visitorId,deviceId,deviceType,populationType,globalId,firstTimeSeen,lastTimeSeen,rssi,nEvents,manufacturer,manufacturerRouter,manufacturerGlobal,excluded,ssid,frameControlHex,length
SENSOR-1001,1,visitor-common-075214,02:00:00:41:9C:E0,MOBILE,3,4300000,1787278200000,1787278200000,-93,25,Apple,True,True,False,KT_GiGA,0x45E6,676
SENSOR-1001,1,visitor-file4-224686,02:00:00:41:9C:E1,MOBILE,3,4300001,1787278200000,1787278200000,-33,2,LG,False,False,False,OfficeNet,0x2FB8,726
SENSOR-1001,1,visitor-common-193385,02:00:00:41:9C:E2,LAPTOP,2,4300002,1787278200000,1787278200000,-95,20,LG,True,True,False,Unknown,0x1D5D,1405
SENSOR-1001,1,visitor-file4-170483,02:00:00:41:9C:E3,TABLET,1,4300003,1787278200000,1787278200000,-79,15,Samsung,False,True,False,Unknown,0xAD26,1448
SENSOR-1001,1,visitor-common-097084,02:00:00:41:9C:E4,TABLET,4,4300004,1787278200000,1787278200000,-80,20,Samsung,True,False,False,OfficeNet,0x06A9,743
SENSOR-1001,1,visitor-common-050759,02:00:00:41:9C:E5,TABLET,1,4300005,1787278200000,1787278200000,-48,5,Samsung,True,False,False,Uplus_WiFi,0x724B,1143
SENSOR-1001,1,visitor-file4-257166,02:00:00:41:9C:E6,MOBILE,1,4300006,1787278200000,1787278200000,-80,6,Samsung,False,False,False,OfficeNet,0xC8F8,1172
SENSOR-1001,1,visitor-file4-150616,02:00:00:41:9C:E7,TABLET,3,4300007,1787278200000,1787278200000,-46,24,LG,True,True,False,Cafe_Free_WiFi,0x352B,608
SENSOR-1001,1,visitor-file4-168342,02:00:00:41:9C:E8,MOBILE,1,4300008,1787278200000,1787278200000,-35,25,Unknown,True,True,False,OfficeNet,0xD6AA,541
SENSOR-1001,1,visitor-file4-138912,02:00:00:41:9C:E9,TABLET,4,4300009,1787278200000,1787278200000,-32,24,Apple,False,True,False,Unknown,0x5AB5,995
SENSOR-1001,1,visitor-common-153820,02:00:00:41:9C:EA,LAPTOP,3,4300010,1787278200000,1787278200000,-79,23,Apple,False,False,False,Uplus_WiFi,0x814F,980
SENSOR-1001,1,visitor-file4-032956,02:00:00:41:9C:EB,MOBILE,3,4300011,1787278200000,1787278200000,-85,9,Unknown,False,True,False,KT_GiGA,0x1518,1345
SENSOR-1001,1,visitor-file4-203359,02:00:00:41:9C:EC,MOBILE,3,4300012,1787278200000,1787278200000,-91,11,Unknown,False,False,False,Unknown,0xCD63,1379
SENSOR-1001,1,visitor-common-197228,02:00:00:41:9C:ED,MOBILE,1,4300013,1787278200000,1787278200000,-91,11,Apple,True,False,False,Cafe_Free_WiFi,0x27D8,319
SENSOR-1001,1,visitor-file4-177801,02:00:00:41:9C:EE,LAPTOP,1,4300014,1787278200000,1787278200000,-84,1,LG,True,True,False,Unknown,0x667F,604
SENSOR-1001,1,visitor-file4-139883,02:00:00:41:9C:EF,TABLET,1,4300015,1787278200000,1787278200000,-31,15,LG,True,True,False,Cafe_Free_WiFi,0xDF64,172
SENSOR-1001,1,visitor-common-069066,02:00:00:41:9C:F0,LAPTOP,2,4300016,1787278200000,1787278200000,-57,9,Samsung,True,True,False,Uplus_WiFi,0x9DFE,729
SENSOR-1001,1,visitor-common-146210,02:00:00:41:9C:F1,LAPTOP,4,4300017,1787278200000,1787278200000,-61,21,LG,True,True,False,Cafe_Free_WiFi,0x31DB,334
SENSOR-1001,1,visitor-common-106381,02:00:00:41:9C:F2,LAPTOP,3,4300018,1787278200000,1787278200000,-72,25,LG,True,False,False,OfficeNet,0xE429,423
SENSOR-1001,1,visitor-file4-110402,02:00:00:41:9C:F3,TABLET,2,4300019,1787278200000,1787278200000,-33,10,LG,False,False,False,KT_GiGA,0x7704,878
SENSOR-1001,1,visitor-file4-021259,02:00:00:41:9C:F4,LAPTOP,4,4300020,1787278200000,1787278200000,-36,5,Unknown,True,False,False,OfficeNet,0x5721,121
SENSOR-1001,1,visitor-file4-264078,02:00:00:41:9C:F5,LAPTOP,4,4300021,1787278200000,1787278200000,-78,6,LG,True,True,False,OfficeNet,0xFDD4,765
SENSOR-1001,1,visitor-common-161359,02:00:00:41:9C:F6,LAPTOP,2,4300022,1787278200000,1787278200000,-40,18,Samsung,True,True,False,KT_GiGA,0x54BA,432
SENSOR-1001,1,visitor-common-179411,02:00:00:41:9C:F7,LAPTOP,1,4300023,1787278200000,1787278200000,-95,14,Samsung,False,True,False,KT_GiGA,0xE7AD,1076
SENSOR-1001,1,visitor-file4-274715,02:00:00:41:9C:F8,MOBILE,4,4300024,1787278200000,1787278200000,-47,8,Unknown,True,False,False,Cafe_Free_WiFi,0x1792,1386
SENSOR-1001,1,visitor-file4-298100,02:00:00:41:9C:F9,MOBILE,1,4300025,1787278200000,1787278200000,-41,22,LG,True,False,False,Unknown,0x3E9A,255
SENSOR-1001,1,visitor-common-151815,02:00:00:41:9C:FA,TABLET,2,4300026,1787278200000,1787278200000,-82,6,LG,False,True,False,Cafe_Free_WiFi,0xFCE8,1293
SENSOR-1001,1,visitor-file4-135243,02:00:00:41:9C:FB,LAPTOP,4,4300027,1787278200000,1787278200000,-74,13,LG,True,False,False,KT_GiGA,0xF91C,955
SENSOR-1001,1,visitor-common-152527,02:00:00:41:9C:FC,MOBILE,2,4300028,1787278200000,1787278200000,-69,11,Unknown,True,True,False,OfficeNet,0x82F1,533
SENSOR-1001,1,visitor-common-107826,02:00:00:41:9C:FD,MOBILE,1,4300029,1787278200000,1787278200000,-60,17,LG,False,False,False,Unknown,0xD38E,284
SENSOR-1001,1,visitor-file4-295522,02:00:00:41:9C:FE,MOBILE,4,4300030,1787278200000,1787278200000,-36,24,Samsung,False,True,False,Unknown,0xBADE,1403
SENSOR-1001,1,visitor-file4-063095,02:00:00:41:9C:FF,TABLET,2,4300031,1787278200000,1787278200000,-33,1,Unknown,False,True,False,Uplus_WiFi,0x4A08,773
SENSOR-1001,1,visitor-common-063962,02:00:00:41:9D:00,MOBILE,1,4300032,1787278200000,1787278200000,-54,25,Samsung,True,False,False,Uplus_WiFi,0x1BA2,77
SENSOR-1001,1,visitor-file4-259763,02:00:00:41:9D:01,TABLET,4,4300033,1787278200000,1787278200000,-40,13,Samsung,False,False,False,Uplus_WiFi,0x43F2,913
SENSOR-1001,1,visitor-file4-237005,02:00:00:41:9D:02,LAPTOP,3,4300034,1787278200000,1787278200000,-41,17,LG,False,True,False,OfficeNet,0xEAB0,830
SENSOR-1001,1,visitor-file4-025962,02:00:00:41:9D:03,TABLET,3,4300035,1787278200000,1787278200000,-92,5,Samsung,True,False,False,KT_GiGA,0x7157,82
SENSOR-1001,1,visitor-file4-261423,02:00:00:41:9D:04,TABLET,1,4300036,1787278200000,1787278200000,-79,23,Samsung,True,True,False,Cafe_Free_WiFi,0xC29C,568
SENSOR-1001,1,visitor-file4-113547,02:00:00:41:9D:05,TABLET,4,4300037,1787278200000,1787278200000,-81,12,Unknown,False,True,False,OfficeNet,0x068F,964
SENSOR-1001,1,visitor-file4-230468,02:00:00:41:9D:06,LAPTOP,1,4300038,1787278200000,1787278200000,-64,5,Unknown,False,False,False,KT_GiGA,0x71BF,1160
SENSOR-1001,1,visitor-common-184011,02:00:00:41:9D:07,TABLET,1,4300039,1787278200000,1787278200000,-73,8,Apple,False,False,False,Cafe_Free_WiFi,0xC05D,80
SENSOR-1001,1,visitor-common-054523,02:00:00:41:9D:08,LAPTOP,3,4300040,1787278200000,1787278200000,-81,6,Samsung,False,False,False,KT_GiGA,0x4C94,630
SENSOR-1001,1,visitor-common-048199,02:00:00:41:9D:09,LAPTOP,4,4300041,1787278200000,1787278200000,-53,23,Unknown,False,False,False,Unknown,0x5CBD,453
SENSOR-1001,1,visitor-common-079007,02:00:00:41:9D:0A,LAPTOP,2,4300042,1787278200000,1787278200000,-77,21,Samsung,True,True,False,OfficeNet,0x3741,799
SENSOR-1001,1,visitor-file4-248203,02:00:00:41:9D:0B,LAPTOP,2,4300043,1787278200000,1787278200000,-50,2,Samsung,True,True,False,OfficeNet,0xE44E,555
SENSOR-1001,1,visitor-file4-184973,02:00:00:41:9D:0C,MOBILE,4,4300044,1787278200000,1787278200000,-91,11,Unknown,False,False,False,KT_GiGA,0x4791,464
SENSOR-1001,1,visitor-common-007178,02:00:00:41:9D:0D,LAPTOP,4,4300045,1787278200000,1787278200000,-74,7,Samsung,False,True,False,OfficeNet,0x6741,1126
SENSOR-1001,1,visitor-file4-098298,02:00:00:41:9D:0E,LAPTOP,4,4300046,1787278200000,1787278200000,-33,3,LG,True,True,False,Cafe_Free_WiFi,0x41CF,717
SENSOR-1001,1,visitor-common-099283,02:00:00:41:9D:0F,LAPTOP,2,4300047,1787278200000,1787278200000,-54,10,Apple,False,False,False,OfficeNet,0x4FB8,1257
SENSOR-1001,1,visitor-common-148063,02:00:00:41:9D:10,MOBILE,2,4300048,1787278200000,1787278200000,-86,3,Unknown,True,False,False,Uplus_WiFi,0xC568,1223
SENSOR-1001,1,visitor-common-186750,02:00:00:41:9D:11,TABLET,1,4300049,1787278200000,1787278200000,-32,13,Apple,True,False,False,Uplus_WiFi,0xC202,96
SENSOR-1001,1,visitor-file4-005164,02:00:00:41:9D:12,TABLET,1,4300050,1787278200000,1787278200000,-85,13,Apple,False,True,False,Uplus_WiFi,0x2D58,1432
SENSOR-1001,1,visitor-common-039827,02:00:00:41:9D:13,MOBILE,2,4300051,1787278200000,1787278200000,-82,3,LG,True,False,False,Unknown,0x9E16,225
SENSOR-1001,1,visitor-common-005434,02:00:00:41:9D:14,MOBILE,1,4300052,1787278200000,1787278200000,-80,10,Samsung,True,True,False,Cafe_Free_WiFi,0x6456,164
SENSOR-1001,1,visitor-file4-043730,02:00:00:41:9D:15,MOBILE,3,4300053,1787278200000,1787278200000,-72,21,LG,False,False,False,Unknown,0xC056,786
SENSOR-1001,1,visitor-file4-086638,02:00:00:41:9D:16,TABLET,3,4300054,1787278200000,1787278200000,-67,11,Apple,False,False,False,OfficeNet,0xF23B,1056
SENSOR-1001,1,visitor-file4-186473,02:00:00:41:9D:17,MOBILE,2,4300055,1787278200000,1787278200000,-32,12,Samsung,False,False,False,Unknown,0x2B71,718
SENSOR-1001,1,visitor-common-100030,02:00:00:41:9D:18,TABLET,1,4300056,1787278200000,1787278200000,-46,5,Samsung,True,False,False,Cafe_Free_WiFi,0x83AC,490
SENSOR-1001,1,visitor-file4-183694,02:00:00:41:9D:19,LAPTOP,2,4300057,1787278200000,1787278200000,-78,6,Unknown,False,True,False,OfficeNet,0xB13B,868
SENSOR-1001,1,visitor-file4-119308,02:00:00:41:9D:1A,LAPTOP,2,4300058,1787278200000,1787278200000,-63,13,LG,False,False,False,Cafe_Free_WiFi,0x5068,679
SENSOR-1001,1,visitor-common-131796,02:00:00:41:9D:1B,LAPTOP,1,4300059,1787278200000,1787278200000,-73,4,LG,False,False,False,Unknown,0x5E65,590
SENSOR-1001,1,visitor-common-002940,02:00:00:41:9D:1C,LAPTOP,2,4300060,1787278200000,1787278200000,-37,9,Unknown,True,False,False,KT_GiGA,0x1C0F,907
SENSOR-1001,1,visitor-file4-080299,02:00:00:41:9D:1D,TABLET,4,4300061,1787278200000,1787278200000,-72,19,Samsung,False,False,False,Unknown,0x0F04,1179
SENSOR-1001,1,visitor-file4-134988,02:00:00:41:9D:1E,MOBILE,4,4300062,1787278200000,1787278200000,-78,12,Apple,True,False,False,OfficeNet,0xF4C1,114
SENSOR-1001,1,visitor-file4-143237,02:00:00:41:9D:1F,MOBILE,3,4300063,1787278200000,1787278200000,-94,19,Unknown,False,True,False,Cafe_Free_WiFi,0xC866,1356
SENSOR-1001,1,visitor-file4-045187,02:00:00:41:9D:20,LAPTOP,3,4300064,1787278200000,1787278200000,-82,7,Samsung,False,False,False,Cafe_Free_WiFi,0xD3A1,490
SENSOR-1001,1,visitor-common-124903,02:00:00:41:9D:21,TABLET,4,4300065,1787278200000,1787278200000,-94,10,LG,True,False,False,Unknown,0x9AA4,663
SENSOR-1001,1,visitor-common-152272,02:00:00:41:9D:22,MOBILE,1,4300066,1787278200000,1787278200000,-30,17,Samsung,True,True,False,Cafe_Free_WiFi,0xB1B4,1432
SENSOR-1001,1,visitor-common-047084,02:00:00:41:9D:23,LAPTOP,3,4300067,1787278200000,1787278200000,-90,18,Unknown,True,False,False,OfficeNet,0x9680,1276
SENSOR-1001,1,visitor-file4-022286,02:00:00:41:9D:24,LAPTOP,2,4300068,1787278200000,1787278200000,-68,17,Apple,False,False,False,KT_GiGA,0xF310,1323
SENSOR-1001,1,visitor-file4-049131,02:00:00:41:9D:25,MOBILE,1,4300069,1787278200000,1787278200000,-81,14,Apple,True,True,False,OfficeNet,0x5F53,957
SENSOR-1001,1,visitor-file4-199663,02:00:00:41:9D:26,TABLET,4,4300070,1787278200000,1787278200000,-41,21,Samsung,True,True,False,Unknown,0x5CF5,1444
SENSOR-1001,1,visitor-file4-010785,02:00:00:41:9D:27,LAPTOP,4,4300071,1787278200000,1787278200000,-67,17,Samsung,True,True,False,OfficeNet,0x6D83,90
SENSOR-1001,1,visitor-common-136688,02:00:00:41:9D:28,MOBILE,4,4300072,1787278200000,1787278200000,-60,20,Apple,True,True,False,Cafe_Free_WiFi,0xF699,742
SENSOR-1001,1,visitor-file4-298251,02:00:00:41:9D:29,MOBILE,4,4300073,1787278200000,1787278200000,-30,15,LG,False,False,False,Unknown,0xECC6,460
SENSOR-1001,1,visitor-common-024310,02:00:00:41:9D:2A,LAPTOP,1,4300074,1787278200000,1787278200000,-67,11,Unknown,False,True,False,Cafe_Free_WiFi,0x6B0E,924
SENSOR-1001,1,visitor-common-166242,02:00:00:41:9D:2B,MOBILE,4,4300075,1787278200000,1787278200000,-63,22,LG,True,False,False,Cafe_Free_WiFi,0x91CC,1113
SENSOR-1001,1,visitor-file4-178475,02:00:00:41:9D:2C,TABLET,1,4300076,1787278200000,1787278200000,-44,5,Apple,True,True,False,Uplus_WiFi,0x941A,1449
SENSOR-1001,1,visitor-common-193509,02:00:00:41:9D:2D,MOBILE,2,4300077,1787278200000,1787278200000,-82,6,Apple,True,True,False,Cafe_Free_WiFi,0xDE71,391
SENSOR-1001,1,visitor-common-066299,02:00:00:41:9D:2E,TABLET,4,4300078,1787278200000,1787278200000,-53,20,LG,False,True,False,Cafe_Free_WiFi,0xD373,66
SENSOR-1001,1,visitor-file4-160756,02:00:00:41:9D:2F,LAPTOP,2,4300079,1787278200000,1787278200000,-53,2,LG,False,True,False,KT_GiGA,0x82D6,946
SENSOR-1001,1,visitor-file4-046603,02:00:00:41:9D:30,TABLET,1,4300080,1787278200000,1787278200000,-69,3,Unknown,True,False,False,Cafe_Free_WiFi,0x27DD,376
SENSOR-1001,1,visitor-file4-297576,02:00:00:41:9D:31,LAPTOP,3,4300081,1787278200000,1787278200000,-39,8,Apple,False,False,False,KT_GiGA,0x25F3,1219
SENSOR-1001,1,visitor-common-147178,02:00:00:41:9D:32,TABLET,1,4300082,1787278200000,1787278200000,-74,16,Unknown,True,False,False,Cafe_Free_WiFi,0x0B1E,1303
SENSOR-1001,1,visitor-file4-083901,02:00:00:41:9D:33,LAPTOP,3,4300083,1787278200000,1787278200000,-43,22,Apple,False,True,False,OfficeNet,0x8D33,834
SENSOR-1001,1,visitor-file4-125795,02:00:00:41:9D:34,TABLET,1,4300084,1787278200000,1787278200000,-70,6,Apple,False,False,False,KT_GiGA,0x4E89,1018
SENSOR-1001,1,visitor-file4-285384,02:00:00:41:9D:35,MOBILE,3,4300085,1787278200000,1787278200000,-60,4,LG,False,False,False,Uplus_WiFi,0x85DE,98
SENSOR-1001,1,visitor-file4-076255,02:00:00:41:9D:36,MOBILE,3,4300086,1787278200000,1787278200000,-84,2,Unknown,False,False,False,Uplus_WiFi,0x49D1,453
SENSOR-1001,1,visitor-common-088102,02:00:00:41:9D:37,LAPTOP,3,4300087,1787278200000,1787278200000,-73,12,Unknown,True,False,False,Cafe_Free_WiFi,0xB778,1314
SENSOR-1001,1,visitor-file4-154266,02:00:00:41:9D:38,TABLET,2,4300088,1787278200000,1787278200000,-50,8,Unknown,True,False,False,Unknown,0xF14C,97
SENSOR-1001,1,visitor-file4-117661,02:00:00:41:9D:39,MOBILE,1,4300089,1787278200000,1787278200000,-38,1,Unknown,False,True,False,Uplus_WiFi,0xF7AC,1239
SENSOR-1001,1,visitor-common-096878,02:00:00:41:9D:3A,LAPTOP,1,4300090,1787278200000,1787278200000,-77,8,LG,True,True,False,Cafe_Free_WiFi,0x3019,1284
SENSOR-1001,1,visitor-common-080529,02:00:00:41:9D:3B,TABLET,4,4300091,1787278200000,1787278200000,-84,7,LG,False,True,False,Unknown,0x97E5,532
SENSOR-1001,1,visitor-file4-039559,02:00:00:41:9D:3C,MOBILE,1,4300092,1787278200000,1787278200000,-87,14,Unknown,True,False,False,KT_GiGA,0x13FB,680
SENSOR-1001,1,visitor-file4-068906,02:00:00:41:9D:3D,MOBILE,2,4300093,1787278200000,1787278200000,-76,2,LG,True,False,False,OfficeNet,0xEC73,1335
SENSOR-1001,1,visitor-file4-023377,02:00:00:41:9D:3E,LAPTOP,4,4300094,1787278200000,1787278200000,-38,3,Samsung,True,True,False,OfficeNet,0xDD96,1405
SENSOR-1001,1,visitor-file4-199057,02:00:00:41:9D:3F,LAPTOP,2,4300095,1787278200000,1787278200000,-37,23,Samsung,False,True,False,Uplus_WiFi,0xFB97,785
SENSOR-1001,1,visitor-file4-202464,02:00:00:41:9D:40,MOBILE,2,4300096,1787278200000,1787278200000,-74,24,Samsung,True,False,False,Cafe_Free_WiFi,0x91C0,1155
SENSOR-1001,1,visitor-file4-206883,02:00:00:41:9D:41,TABLET,2,4300097,1787278200000,1787278200000,-52,18,Apple,True,False,False,OfficeNet,0x5B14,1463
SENSOR-1001,1,visitor-file4-104644,02:00:00:41:9D:42,LAPTOP,2,4300098,1787278200000,1787278200000,-38,16,LG,True,True,False,Unknown,0x5064,433
SENSOR-1001,1,visitor-common-143541,02:00:00:41:9D:43,MOBILE,3,4300099,1787278200000,1787278200000,-55,5,Samsung,False,True,False,Unknown,0x8236,584
SENSOR-1001,1,visitor-common-089770,02:00:00:41:9D:44,LAPTOP,1,4300100,1787278200000,1787278200000,-37,13,LG,False,True,False,Cafe_Free_WiFi,0xC38A,210
SENSOR-1001,1,visitor-file4-030781,02:00:00:41:9D:45,LAPTOP,4,4300101,1787278200000,1787278200000,-42,23,Apple,True,False,False,KT_GiGA,0xAE53,695
SENSOR-1001,1,visitor-common-197351,02:00:00:41:9D:46,TABLET,2,4300102,1787278200000,1787278200000,-92,25,LG,True,False,False,Unknown,0xBD93,1016
SENSOR-1001,1,visitor-file4-297813,02:00:00:41:9D:47,LAPTOP,4,4300103,1787278200000,1787278200000,-46,3,Unknown,True,False,False,KT_GiGA,0x2305,974
SENSOR-1001,1,visitor-file4-168649,02:00:00:41:9D:48,TABLET,4,4300104,1787278200000,1787278200000,-67,25,Samsung,False,False,False,Unknown,0x9AAA,350
SENSOR-1001,1,visitor-file4-138430,02:00:00:41:9D:49,MOBILE,1,4300105,1787278200000,1787278200000,-82,12,Unknown,True,True,False,OfficeNet,0xE247,1395
SENSOR-1001,1,visitor-file4-199767,02:00:00:41:9D:4A,TABLET,4,4300106,1787278200000,1787278200000,-69,6,LG,False,False,False,Cafe_Free_WiFi,0x21D7,1008
SENSOR-1001,1,visitor-file4-260088,02:00:00:41:9D:4B,MOBILE,4,4300107,1787278200000,1787278200000,-66,11,LG,True,True,False,OfficeNet,0xB8F4,159
SENSOR-1001,1,visitor-common-170264,02:00:00:41:9D:4C,TABLET,4,4300108,1787278200000,1787278200000,-94,13,LG,True,False,False,Uplus_WiFi,0x6697,181
SENSOR-1001,1,visitor-common-167372,02:00:00:41:9D:4D,LAPTOP,4,4300109,1787278200000,1787278200000,-70,24,Apple,False,False,False,OfficeNet,0x1CC9,1031
