sensorId,regionId,visitorId,deviceId,deviceType,populationType,globalId,firstTimeSeen,lastTimeSeen,rssi,nEvents,manufacturer,manufacturerRouter,manufacturerGlobal,excluded,ssid,frameControlHex,length
SENSOR-1234,12,visitor-file3-000892,02:00:00:1E:9F:6B,TABLET,1,606892,1787278200000,1787278200000,-46,22,Apple,False,True,False,Guest,0x4958,1019
SENSOR-1234,6,visitor-file3-002846,02:00:00:1E:A7:0D,MOBILE,3,608846,1787278200000,1787278200000,-42,27,LG,False,True,False,,0x50FA,99
SENSOR-1234,7,visitor-common-000267,02:00:00:0F:43:4A,TABLET,4,500267,1787278200000,1787278200000,-56,27,Cisco,False,True,False,U+Net,0x410B,331
SENSOR-1234,12,visitor-file3-002812,02:00:00:1E:A6:EB,TABLET,1,608812,1787278200000,1787278200000,-73,24,Apple,False,True,False,HomeWiFi,0x50D8,65
SENSOR-1234,8,visitor-common-000448,02:00:00:0F:43:FF,LAPTOP,1,500448,1787278200000,1787278200000,-52,29,TP-Link,False,True,False,Guest,0x41C0,512
SENSOR-1234,1,visitor-file3-002301,02:00:00:1E:A4:EC,MOBILE,2,608301,1787278200000,1787278200000,-50,21,Samsung,False,True,False,Cafe_Free_WiFi,0x4ED9,991
SENSOR-1234,1,visitor-file3-002121,02:00:00:1E:A4:38,MOBILE,2,608121,1787278200000,1787278200000,-54,22,Samsung,False,True,False,Cafe_Free_WiFi,0x4E25,811
SENSOR-1234,7,visitor-file3-002527,02:00:00:1E:A5:CE,TABLET,4,608527,1787278200000,1787278200000,-29,8,Cisco,False,True,False,KT_GiGA,0x4FBB,1217
SENSOR-1234,19,visitor-file3-002959,02:00:00:1E:A7:7E,ROUTER,4,608959,1787278200000,1787278200000,-38,21,Intel,True,True,False,KT_GiGA,0x516B,212
SENSOR-1234,2,visitor-file3-000742,02:00:00:1E:9E:D5,TABLET,3,606742,1787278200000,1787278200000,-79,23,Apple,False,True,False,HomeWiFi,0x48C2,869
SENSOR-1234,2,visitor-file3-000642,02:00:00:1E:9E:71,TABLET,3,606642,1787278200000,1787278200000,-39,14,Apple,False,True,False,SensorNet,0x485E,769
SENSOR-1234,14,visitor-common-000354,02:00:00:0F:43:A1,ROUTER,3,500354,1787278200000,1787278200000,-79,24,Google,True,True,False,Cafe_Free_WiFi,0x4162,418
SENSOR-1234,10,visitor-common-001490,02:00:00:0F:48:11,IOT,3,501490,1787278200000,1787278200000,-58,22,Unknown,False,False,False,SK_WiFi,0x45D2,117
SENSOR-1234,3,visitor-file3-001483,02:00:00:1E:A1:BA,LAPTOP,4,607483,1787278200000,1787278200000,-88,15,Xiaomi,False,True,False,KT_GiGA,0x4BA7,173
SENSOR-1234,4,visitor-common-000224,02:00:00:0F:43:1F,ROUTER,1,500224,1787278200000,1787278200000,-71,15,Google,True,True,False,,0x40E0,288
SENSOR-1234,5,visitor-file3-000225,02:00:00:1E:9C:D0,IOT,2,606225,1787278200000,1787278200000,-50,16,Huawei,False,True,False,U+Net,0x46BD,352
SENSOR-1234,16,visitor-common-001096,02:00:00:0F:46:87,MOBILE,1,501096,1787278200000,1787278200000,-90,16,LG,False,True,False,Guest,0x4448,1160
SENSOR-1234,20,visitor-file3-002040,02:00:00:1E:A3:E7,IOT,1,608040,1787278200000,1787278200000,-34,1,Unknown,False,False,False,Cafe_Free_WiFi,0x4DD4,730
SENSOR-1234,20,visitor-file3-000300,02:00:00:1E:9D:1B,IOT,1,606300,1787278200000,1787278200000,-62,2,Unknown,False,False,False,SensorNet,0x4708,427
SENSOR-1234,2,visitor-common-000602,02:00:00:0F:44:99,TABLET,3,500602,1787278200000,1787278200000,-82,4,Apple,False,True,False,,0x425A,666
SENSOR-1234,10,visitor-file3-001070,02:00:00:1E:A0:1D,IOT,3,607070,1787278200000,1787278200000,-37,21,Unknown,False,False,False,SK_WiFi,0x4A0A,1197
SENSOR-1234,7,visitor-file3-000527,02:00:00:1E:9D:FE,TABLET,4,606527,1787278200000,1787278200000,-47,18,Cisco,False,True,False,OfficeNet,0x47EB,654
SENSOR-1234,7,visitor-common-000867,02:00:00:0F:45:A2,TABLET,4,500867,1787278200000,1787278200000,-45,27,Cisco,False,True,False,Cafe_Free_WiFi,0x4363,931
SENSOR-1234,1,visitor-common-001301,02:00:00:0F:47:54,MOBILE,2,501301,1787278200000,1787278200000,-52,13,Samsung,False,True,False,SK_WiFi,0x4515,1365
SENSOR-1234,18,visitor-file3-001618,02:00:00:1E:A2:41,LAPTOP,3,607618,1787278200000,1787278200000,-36,28,TP-Link,False,True,False,KT_GiGA,0x4C2E,308
SENSOR-1234,2,visitor-file3-001142,02:00:00:1E:A0:65,TABLET,3,607142,1787278200000,1787278200000,-48,2,Apple,False,True,False,SK_WiFi,0x4A52,1269
SENSOR-1234,9,visitor-file3-002689,02:00:00:1E:A6:70,ROUTER,2,608689,1787278200000,1787278200000,-74,21,Intel,True,True,False,KT_GiGA,0x505D,1379
SENSOR-1234,8,visitor-file3-000768,02:00:00:1E:9E:EF,LAPTOP,1,606768,1787278200000,1787278200000,-41,20,TP-Link,False,True,False,SensorNet,0x48DC,895
SENSOR-1234,8,visitor-common-000008,02:00:00:0F:42:47,LAPTOP,1,500008,1787278200000,1787278200000,-41,8,TP-Link,False,True,False,,0x4008,72
SENSOR-1234,14,visitor-file3-001374,02:00:00:1E:A1:4D,ROUTER,3,607374,1787278200000,1787278200000,-40,26,Google,True,True,False,Cafe_Free_WiFi,0x4B3A,64
SENSOR-1234,20,visitor-file3-000620,02:00:00:1E:9E:5B,IOT,1,606620,1787278200000,1787278200000,-76,22,Unknown,False,False,False,SK_WiFi,0x4848,747
SENSOR-1234,12,visitor-file3-001252,02:00:00:1E:A0:D3,TABLET,1,607252,1787278200000,1787278200000,-37,24,Apple,False,True,False,Guest,0x4AC0,1379
SENSOR-1234,15,visitor-common-000575,02:00:00:0F:44:7E,IOT,4,500575,1787278200000,1787278200000,-53,6,Huawei,False,True,False,,0x423F,639
SENSOR-1234,7,visitor-file3-002407,02:00:00:1E:A5:56,TABLET,4,608407,1787278200000,1787278200000,-33,9,Cisco,False,True,False,HomeWiFi,0x4F43,1097
SENSOR-1234,2,visitor-file3-001162,02:00:00:1E:A0:79,TABLET,3,607162,1787278200000,1787278200000,-67,22,Apple,False,True,False,Guest,0x4A66,1289
SENSOR-1234,12,visitor-file3-002792,02:00:00:1E:A6:D7,TABLET,1,608792,1787278200000,1787278200000,-53,4,Apple,False,True,False,,0x50C4,1482
SENSOR-1234,3,visitor-file3-002583,02:00:00:1E:A6:06,LAPTOP,4,608583,1787278200000,1787278200000,-85,4,Xiaomi,False,True,False,U+Net,0x4FF3,1273
SENSOR-1234,4,visitor-file3-001044,02:00:00:1E:A0:03,ROUTER,1,607044,1787278200000,1787278200000,-72,26,Google,True,True,False,U+Net,0x49F0,1171
SENSOR-1234,10,visitor-file3-002210,02:00:00:1E:A4:91,IOT,3,608210,1787278200000,1787278200000,-83,22,Unknown,False,False,False,OfficeNet,0x4E7E,900
SENSOR-1234,8,visitor-file3-001508,02:00:00:1E:A1:D3,LAPTOP,1,607508,1787278200000,1787278200000,-49,10,TP-Link,False,True,False,OfficeNet,0x4BC0,198
SENSOR-1234,16,visitor-common-001116,02:00:00:0F:46:9B,MOBILE,1,501116,1787278200000,1787278200000,-47,6,LG,False,True,False,SensorNet,0x445C,1180
SENSOR-1234,6,visitor-common-001086,02:00:00:0F:46:7D,MOBILE,3,501086,1787278200000,1787278200000,-80,8,LG,False,True,False,U+Net,0x443E,1150
SENSOR-1234,19,visitor-file3-001119,02:00:00:1E:A0:4E,ROUTER,4,607119,1787278200000,1787278200000,-89,9,Intel,True,True,True,SensorNet,0x4A3B,1246
SENSOR-1234,15,visitor-file3-000815,02:00:00:1E:9F:1E,IOT,4,606815,1787278200000,1787278200000,-85,5,Huawei,False,True,False,OfficeNet,0x490B,942
SENSOR-1234,13,visitor-file3-002313,02:00:00:1E:A4:F8,LAPTOP,2,608313,1787278200000,1787278200000,-62,5,Xiaomi,False,True,False,U+Net,0x4EE5,1003
SENSOR-1234,12,visitor-file3-002572,02:00:00:1E:A5:FB,TABLET,1,608572,1787278200000,1787278200000,-75,23,Apple,False,True,False,KT_GiGA,0x4FE8,1262
SENSOR-1234,20,visitor-common-001140,02:00:00:0F:46:B3,IOT,1,501140,1787278200000,1787278200000,-75,2,Unknown,False,False,False,U+Net,0x4474,1204
SENSOR-1234,9,visitor-common-001169,02:00:00:0F:46:D0,ROUTER,2,501169,1787278200000,1787278200000,-39,31,Intel,True,True,False,,0x4491,1233
SENSOR-1234,2,visitor-common-001062,02:00:00:0F:46:65,TABLET,3,501062,1787278200000,1787278200000,-52,12,Apple,False,True,False,SensorNet,0x4426,1126
SENSOR-1234,13,visitor-file3-002353,02:00:00:1E:A5:20,LAPTOP,2,608353,1787278200000,1787278200000,-41,15,Xiaomi,False,True,False,HomeWiFi,0x4F0D,1043
SENSOR-1234,18,visitor-file3-001258,02:00:00:1E:A0:D9,LAPTOP,3,607258,1787278200000,1787278200000,-44,29,TP-Link,False,True,False,KT_GiGA,0x4AC6,1385
SENSOR-1234,4,visitor-file3-002364,02:00:00:1E:A5:2B,ROUTER,1,608364,1787278200000,1787278200000,-48,26,Google,True,True,False,Cafe_Free_WiFi,0x4F18,1054
SENSOR-1234,12,visitor-file3-000052,02:00:00:1E:9C:23,TABLET,1,606052,1787278200000,1787278200000,-56,23,Apple,False,True,True,KT_GiGA,0x4610,179
SENSOR-1234,20,visitor-common-000100,02:00:00:0F:42:A3,IOT,1,500100,1787278200000,1787278200000,-67,12,Unknown,False,False,False,HomeWiFi,0x4064,164
SENSOR-1234,10,visitor-file3-002630,02:00:00:1E:A6:35,IOT,3,608630,1787278200000,1787278200000,-71,20,Unknown,False,False,False,,0x5022,1320
SENSOR-1234,3,visitor-common-000523,02:00:00:0F:44:4A,LAPTOP,4,500523,1787278200000,1787278200000,-67,14,Xiaomi,False,True,False,HomeWiFi,0x420B,587
SENSOR-1234,3,visitor-file3-000303,02:00:00:1E:9D:1E,LAPTOP,4,606303,1787278200000,1787278200000,-64,4,Xiaomi,False,True,False,Cafe_Free_WiFi,0x470B,430
SENSOR-1234,3,visitor-file3-001383,02:00:00:1E:A1:56,LAPTOP,4,607383,1787278200000,1787278200000,-47,3,Xiaomi,False,True,False,Cafe_Free_WiFi,0x4B43,73
SENSOR-1234,4,visitor-file3-001184,02:00:00:1E:A0:8F,ROUTER,1,607184,1787278200000,1787278200000,-33,15,Google,True,True,False,OfficeNet,0x4A7C,1311
SENSOR-1234,17,visitor-common-000537,02:00:00:0F:44:58,TABLET,2,500537,1787278200000,1787278200000,-76,27,Cisco,False,True,False,U+Net,0x4219,601
SENSOR-1234,7,visitor-file3-000707,02:00:00:1E:9E:B2,TABLET,4,606707,1787278200000,1787278200000,-39,18,Cisco,False,True,False,OfficeNet,0x489F,834
SENSOR-1234,20,visitor-file3-002320,02:00:00:1E:A4:FF,IOT,1,608320,1787278200000,1787278200000,-70,10,Unknown,False,False,False,KT_GiGA,0x4EEC,1010
SENSOR-1234,5,visitor-file3-002465,02:00:00:1E:A5:90,IOT,2,608465,1787278200000,1787278200000,-30,5,Huawei,False,True,False,SK_WiFi,0x4F7D,1155
SENSOR-1234,4,visitor-common-001284,02:00:00:0F:47:43,ROUTER,1,501284,1787278200000,1787278200000,-36,26,Google,True,True,False,U+Net,0x4504,1348
SENSOR-1234,15,visitor-file3-001595,02:00:00:1E:A2:2A,IOT,4,607595,1787278200000,1787278200000,-76,7,Huawei,False,True,False,,0x4C17,285
SENSOR-1234,19,visitor-common-001499,02:00:00:0F:48:1A,ROUTER,4,501499,1787278200000,1787278200000,-62,29,Intel,True,True,False,SK_WiFi,0x45DB,126
SENSOR-1234,13,visitor-file3-000273,02:00:00:1E:9D:00,LAPTOP,2,606273,1787278200000,1787278200000,-31,5,Xiaomi,False,True,False,SensorNet,0x46ED,400
SENSOR-1234,13,visitor-file3-001333,02:00:00:1E:A1:24,LAPTOP,2,607333,1787278200000,1787278200000,-55,13,Xiaomi,False,True,False,Guest,0x4B11,1460
SENSOR-1234,18,visitor-file3-002158,02:00:00:1E:A4:5D,LAPTOP,3,608158,1787278200000,1787278200000,-90,28,TP-Link,False,True,False,KT_GiGA,0x4E4A,848
SENSOR-1234,5,visitor-common-000325,02:00:00:0F:43:84,IOT,2,500325,1787278200000,1787278200000,-52,26,Huawei,False,True,False,HomeWiFi,0x4145,389
SENSOR-1234,2,visitor-file3-001362,02:00:00:1E:A1:41,TABLET,3,607362,1787278200000,1787278200000,-89,14,Apple,False,True,False,SensorNet,0x4B2E,1489
SENSOR-1234,2,visitor-file3-002242,02:00:00:1E:A4:B1,TABLET,3,608242,1787278200000,1787278200000,-52,22,Apple,False,True,False,Guest,0x4E9E,932
SENSOR-1234,18,visitor-file3-000758,02:00:00:1E:9E:E5,LAPTOP,3,606758,1787278200000,1787278200000,-30,9,TP-Link,False,True,False,,0x48D2,885
SENSOR-1234,5,visitor-file3-001005,02:00:00:1E:9F:DC,IOT,2,607005,1787278200000,1787278200000,-35,15,Huawei,False,True,False,Cafe_Free_WiFi,0x49C9,1132
SENSOR-1234,16,visitor-common-001396,02:00:00:0F:47:B3,MOBILE,1,501396,1787278200000,1787278200000,-83,16,LG,False,True,False,HomeWiFi,0x4574,1460
SENSOR-1234,13,visitor-file3-000153,02:00:00:1E:9C:88,LAPTOP,2,606153,1787278200000,1787278200000,-34,3,Xiaomi,False,True,False,U+Net,0x4675,280
SENSOR-1234,9,visitor-file3-002849,02:00:00:1E:A7:10,ROUTER,2,608849,1787278200000,1787278200000,-48,30,Intel,True,True,False,OfficeNet,0x50FD,102
SENSOR-1234,15,visitor-file3-000455,02:00:00:1E:9D:B6,IOT,4,606455,1787278200000,1787278200000,-35,7,Huawei,False,True,False,OfficeNet,0x47A3,582
SENSOR-1234,2,visitor-file3-000202,02:00:00:1E:9C:B9,TABLET,3,606202,1787278200000,1787278200000,-84,24,Apple,False,True,False,HomeWiFi,0x46A6,329
SENSOR-1234,8,visitor-file3-001928,02:00:00:1E:A3:77,LAPTOP,1,607928,1787278200000,1787278200000,-39,10,TP-Link,False,True,False,,0x4D64,618
SENSOR-1234,9,visitor-file3-001829,02:00:00:1E:A3:14,ROUTER,2,607829,1787278200000,1787278200000,-67,29,Intel,True,True,False,,0x4D01,519
SENSOR-1234,16,visitor-file3-001216,02:00:00:1E:A0:AF,MOBILE,1,607216,1787278200000,1787278200000,-59,17,LG,False,True,True,Guest,0x4A9C,1343
SENSOR-1234,12,visitor-file3-000872,02:00:00:1E:9F:57,TABLET,1,606872,1787278200000,1787278200000,-87,4,Apple,False,True,False,SK_WiFi,0x4944,999
SENSOR-1234,17,visitor-common-001277,02:00:00:0F:47:3C,TABLET,2,501277,1787278200000,1787278200000,-86,18,Cisco,False,True,False,,0x44FD,1341
SENSOR-1234,8,visitor-common-001248,02:00:00:0F:47:1F,LAPTOP,1,501248,1787278200000,1787278200000,-61,20,TP-Link,False,True,False,U+Net,0x44E0,1312
SENSOR-1234,3,visitor-common-000983,02:00:00:0F:46:16,LAPTOP,4,500983,1787278200000,1787278200000,-36,24,Xiaomi,False,True,False,OfficeNet,0x43D7,1047
SENSOR-1234,17,visitor-file3-000137,02:00:00:1E:9C:78,TABLET,2,606137,1787278200000,1787278200000,-81,19,Cisco,False,True,False,,0x4665,264
SENSOR-1234,3,visitor-common-000363,02:00:00:0F:43:AA,LAPTOP,4,500363,1787278200000,1787278200000,-86,4,Xiaomi,False,True,False,Cafe_Free_WiFi,0x416B,427
SENSOR-1234,6,visitor-common-000726,02:00:00:0F:45:15,MOBILE,3,500726,1787278200000,1787278200000,-88,6,LG,False,True,False,U+Net,0x42D6,790
SENSOR-1234,17,visitor-common-001377,02:00:00:0F:47:A0,TABLET,2,501377,1787278200000,1787278200000,-68,28,Cisco,False,True,False,SensorNet,0x4561,1441
SENSOR-1234,12,visitor-file3-000532,02:00:00:1E:9E:03,TABLET,1,606532,1787278200000,1787278200000,-48,22,Apple,False,True,False,Guest,0x47F0,659
SENSOR-1234,12,visitor-file3-000792,02:00:00:1E:9F:07,TABLET,1,606792,1787278200000,1787278200000,-67,14,Apple,False,True,False,U+Net,0x48F4,919
SENSOR-1234,5,visitor-file3-001945,02:00:00:1E:A3:88,IOT,2,607945,1787278200000,1787278200000,-61,27,Huawei,False,True,False,Guest,0x4D75,635
SENSOR-1234,13,visitor-file3-001153,02:00:00:1E:A0:70,LAPTOP,2,607153,1787278200000,1787278200000,-62,15,Xiaomi,False,True,False,Guest,0x4A5D,1280
SENSOR-1234,13,visitor-file3-002113,02:00:00:1E:A4:30,LAPTOP,2,608113,1787278200000,1787278200000,-44,15,Xiaomi,False,True,False,KT_GiGA,0x4E1D,803
SENSOR-1234,1,visitor-file3-002241,02:00:00:1E:A4:B0,MOBILE,2,608241,1787278200000,1787278200000,-47,21,Samsung,False,True,False,U+Net,0x4E9D,931
SENSOR-1234,20,visitor-common-000900,02:00:00:0F:45:C3,IOT,1,500900,1787278200000,1787278200000,-79,2,Unknown,False,False,False,SensorNet,0x4384,964
SENSOR-1234,11,visitor-file3-002831,02:00:00:1E:A6:FE,MOBILE,4,608831,1787278200000,1787278200000,-30,13,Samsung,False,True,False,OfficeNet,0x50EB,84
SENSOR-1234,16,visitor-file3-001916,02:00:00:1E:A3:6B,MOBILE,1,607916,1787278200000,1787278200000,-27,28,LG,False,True,False,SK_WiFi,0x4D58,606
SENSOR-1234,5,visitor-file3-002525,02:00:00:1E:A5:CC,IOT,2,608525,1787278200000,1787278200000,-88,7,Huawei,False,True,False,OfficeNet,0x4FB9,1215
SENSOR-1234,14,visitor-common-000254,02:00:00:0F:43:3D,ROUTER,3,500254,1787278200000,1787278200000,-41,16,Google,True,True,False,OfficeNet,0x40FE,318
SENSOR-1234,2,visitor-common-000742,02:00:00:0F:45:25,TABLET,3,500742,1787278200000,1787278200000,-42,22,Apple,False,True,False,KT_GiGA,0x42E6,806
SENSOR-1234,1,visitor-file3-001081,02:00:00:1E:A0:28,MOBILE,2,607081,1787278200000,1787278200000,-49,3,Samsung,False,True,False,Guest,0x4A15,1208
SENSOR-1234,6,visitor-file3-002906,02:00:00:1E:A7:49,MOBILE,3,608906,1787278200000,1787278200000,-46,27,LG,False,True,False,SK_WiFi,0x5136,159
SENSOR-1234,8,visitor-file3-000468,02:00:00:1E:9D:C3,LAPTOP,1,606468,1787278200000,1787278200000,-43,18,TP-Link,False,True,False,U+Net,0x47B0,595
SENSOR-1234,6,visitor-file3-001686,02:00:00:1E:A2:85,MOBILE,3,607686,1787278200000,1787278200000,-46,6,LG,False,True,False,SensorNet,0x4C72,376
SENSOR-1234,1,visitor-common-000121,02:00:00:0F:42:B8,MOBILE,2,500121,1787278200000,1787278200000,-91,1,Samsung,False,True,False,KT_GiGA,0x4079,185
SENSOR-1234,12,visitor-file3-000312,02:00:00:1E:9D:27,TABLET,1,606312,1787278200000,1787278200000,-75,14,Apple,False,True,False,Cafe_Free_WiFi,0x4714,439
SENSOR-1234,9,visitor-file3-001249,02:00:00:1E:A0:D0,ROUTER,2,607249,1787278200000,1787278200000,-33,20,Intel,True,True,False,KT_GiGA,0x4ABD,1376
SENSOR-1234,7,visitor-file3-002707,02:00:00:1E:A6:82,TABLET,4,608707,1787278200000,1787278200000,-92,7,Cisco,False,True,False,KT_GiGA,0x506F,1397
SENSOR-1234,9,visitor-file3-001749,02:00:00:1E:A2:C4,ROUTER,2,607749,1787278200000,1787278200000,-47,10,Intel,True,True,False,SensorNet,0x4CB1,439
SENSOR-1234,17,visitor-file3-000077,02:00:00:1E:9C:3C,TABLET,2,606077,1787278200000,1787278200000,-83,17,Cisco,False,True,False,OfficeNet,0x4629,204
SENSOR-1234,9,visitor-file3-002929,02:00:00:1E:A7:60,ROUTER,2,608929,1787278200000,1787278200000,-67,21,Intel,True,True,False,HomeWiFi,0x514D,182
SENSOR-1234,2,visitor-file3-001722,02:00:00:1E:A2:A9,TABLET,3,607722,1787278200000,1787278200000,-78,14,Apple,False,True,False,SensorNet,0x4C96,412
SENSOR-1234,15,visitor-file3-000555,02:00:00:1E:9E:1A,IOT,4,606555,1787278200000,1787278200000,-71,15,Huawei,False,True,False,Cafe_Free_WiFi,0x4807,682
SENSOR-1234,19,visitor-file3-000739,02:00:00:1E:9E:D2,ROUTER,4,606739,1787278200000,1787278200000,-72,20,Intel,True,True,False,Guest,0x48BF,866
SENSOR-1234,9,visitor-file3-000549,02:00:00:1E:9E:14,ROUTER,2,606549,1787278200000,1787278200000,-65,10,Intel,True,True,False,U+Net,0x4801,676
